name,address,lat,lon
,"107 VESTA STREET SIX LAKES, MI 48886",43.43128,-85.14654
,"9890 E. CARSON CITY ROAD CARSON CITY, MI 48811",43.17699,-84.87833
,"2983 E. BOYER ROAD FENWICK, MI 48834",43.1632,-85.01525
,"123 E. MAIN STREET CARSON CITY, MI 48811",43.1773,-84.84547
,"309 S. LINCOLN STREET LAKEVIEW, MI 48850",43.44304,-85.27888
,"1499 E HAMMETT RD HART, MI 49420",43.77704,-86.2409
,"217 WEST PARK STREET CRYSTAL, MI 48818",43.26206,-84.91622
,"2085 MAIN STREET N.W. MCBRIDES, MI 48852",43.3539,-85.04412
,"3521 W. MCBRIDES ROAD STANTON, MI 48888",43.34963,-85.12359
,"9322 S. GREENVILLE ROAD GREENVILLE, MI 48838",43.20681,-85.25315
,"5514 SHABBONA RD DECKER, MI 48426",43.53188,-83.05424
,"115 E. EVERGREEN STREET SHERIDAN, MI 48884",43.21275,-85.07233
,"3044 E. SIDNEY ROAD SHERIDAN, MI 48884",43.2495,-85.01261
,"8383 GROW ROAD GREENVILLE, MI 48838",43.17194,-85.1519
,"3011 N. CRYSTAL VESTABURG, MI 48891",43.33633,-84.90545
,"900 E. KENT RD. GREENVILLE, MI 48838",43.17817,-85.23956
,"315 GREENVILLE WEST DRIVE GREENVILLE, MI 48838",43.18089,-85.27817
,"11253 N WALNUT AVE BITELY, MI 49309",43.75777,-85.76187
,"125 S. THIRD STREET EDMORE, MI 48829",43.40644,-85.04151
,"8014 SHEPHARD ROAD BROWN CITY, MI 48416",43.1846,-82.91863
,"4662 BAILEY ROAD CORAL, MI 49322",43.35704,-85.40286
,"1880 S. GREENVILLE ROAD GREENVILLE, MI 48838",43.26573,-85.25788
,"21156 CANNONSVILLE ROAD PIERSON, MI 49339",43.33818,-85.50534
,"7900 W. SECOND STREET STANTON, MI 48888",43.31364,-85.24162
,"215 E. EDGERTON STREET HOWARD CITY, MI 49329",43.3968,-85.46733
,"304 E. SHAW STREET HOWARD CITY, MI 49329",43.39546,-85.46607
,"8755 THIRD STREET VESTABURG, MI 48891",43.39941,-84.91046
,"3019 S. GROW ROAD SIDNEY, MI 48885",43.24937,-85.15225
,"225 S. CAMBURN STREET STANTON, MI 48888",43.29062,-85.08125
,"15212 W. M-46 HOWARD CITY, MI 49329",43.42499,-85.47743
